,host_verifications,email,phone,reviews,jumio,government_id,offline_government_id,selfie,identity_manual,facebook,sent_id,work_email,manual_offline,google,photographer,manual_online,kba,zhima_selfie,weibo,sesame,sesame_offline
173,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
174,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
175,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
177,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
178,"['email', 'phone', 'reviews', 'manual_offline', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
179,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
181,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
184,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
185,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
188,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
189,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,"['email', 'phone', 'facebook', 'reviews']",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
193,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
196,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
197,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
198,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
200,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
202,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
204,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
210,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
211,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
213,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
216,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id']",1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
217,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
219,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
221,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,"['email', 'phone', 'reviews', 'jumio']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
224,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
226,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
227,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
228,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
229,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
231,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
233,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
239,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
240,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"['email', 'phone', 'facebook']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243,"['email', 'phone', 'facebook']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
244,"['email', 'phone', 'facebook', 'reviews']",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
246,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
248,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
249,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"['email', 'phone', 'reviews', 'jumio']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"['email', 'phone', 'reviews', 'jumio']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,"['email', 'phone', 'facebook', 'reviews']",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
253,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
258,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,"['email', 'phone', 'reviews', 'manual_offline', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
260,"['email', 'phone', 'reviews', 'manual_offline', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
261,"['email', 'phone', 'reviews', 'manual_offline', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
262,"['email', 'phone', 'reviews', 'manual_offline', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
263,"['email', 'phone', 'reviews', 'manual_offline', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
264,"['email', 'phone', 'reviews', 'manual_offline', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
265,"['email', 'phone', 'reviews', 'manual_offline', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
266,"['email', 'phone', 'reviews', 'manual_offline', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
267,"['email', 'phone', 'reviews', 'manual_offline', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
268,"['email', 'phone', 'reviews', 'manual_offline', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
269,"['email', 'phone', 'reviews', 'manual_offline', 'work_email']",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
270,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
271,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
272,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
276,"['phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
277,"['reviews', 'jumio', 'offline_government_id', 'government_id']",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,"['email', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
279,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
280,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
281,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
282,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
284,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
285,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
286,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
288,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
289,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
290,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
295,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
296,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
297,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
298,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
300,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
301,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
304,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
306,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
307,"['email', 'phone', 'facebook', 'reviews']",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
308,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
310,"['email', 'phone']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
312,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
313,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
314,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
315,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
317,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,"['phone', 'facebook', 'reviews']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
319,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
320,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'sent_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
321,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
322,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
323,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
324,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
325,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
326,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
327,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
329,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
330,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
331,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'sent_id', 'selfie', 'government_id', 'identity_manual']",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
332,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
333,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,"['email', 'phone', 'reviews']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
339,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
341,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
342,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
343,"['email', 'phone', 'facebook', 'reviews']",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
344,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
346,"['email', 'phone', 'facebook', 'reviews']",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
347,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
